0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

0dif0 0dif0 0dif0 0dif0 0dif0 

5dif2 2dif0 3dif0 1dif0 4dif1 

5dif2 2dif0 3dif0 1dif0 4dif1 

5dif2 2dif0 3dif0 1dif0 4dif1 

5dif2 2dif0 3dif0 1dif0 4dif1 

5dif2 2dif0 3dif0 1dif0 4dif1 

5dif2 2dif0 3dif0 1dif0 4dif1 

5dif2 2dif0 3dif0 1dif0 4dif1 

5dif2 2dif0 3dif0 1dif0 4dif1 

5dif2 2dif0 3dif0 1dif0 4dif1 

5dif2 2dif0 3dif0 1dif0 4dif1 

5dif2 2dif0 3dif0 1dif0 4dif1 

5dif2 7dif4 3dif0 1dif0 4dif1 

5dif2 7dif4 3dif0 1dif0 4dif1 

5dif0 7dif0 7dif0 1dif0 4dif0 

5dif0 7dif0 7dif0 1dif0 4dif0 

5dif0 7dif0 7dif0 1dif0 4dif0 

5dif0 7dif0 7dif0 4dif0 4dif0 

7dif0 7dif0 7dif0 4dif0 5dif0 

7dif0 7dif0 7dif0 4dif0 5dif0 

7dif0 7dif0 7dif0 4dif0 5dif0 

7dif0 7dif0 12dif0 4dif0 5dif0 

7dif0 7dif0 12dif0 4dif0 5dif0 

7dif0 7dif0 12dif0 4dif0 5dif0 

7dif0 7dif0 12dif0 4dif0 5dif0 

7dif0 7dif0 12dif0 4dif0 5dif0 

7dif0 11dif0 12dif0 4dif0 5dif0 

7dif0 11dif0 12dif0 4dif0 5dif0 

7dif0 11dif0 12dif0 4dif0 5dif0 

7dif0 11dif0 12dif0 4dif0 5dif0 

7dif0 11dif0 12dif0 4dif0 5dif0 

7dif0 11dif0 12dif0 4dif0 5dif0 

7dif0 11dif0 12dif0 4dif0 5dif0 

7dif0 11dif0 12dif0 4dif0 5dif0 

7dif0 11dif0 12dif0 4dif0 5dif0 

8dif0 11dif0 12dif1 6dif0 8dif0 

8dif0 11dif0 12dif1 6dif0 8dif0 

8dif0 11dif0 12dif1 6dif0 8dif0 

8dif0 11dif0 12dif1 6dif0 8dif0 

8dif0 11dif0 12dif1 6dif0 8dif0 

8dif0 11dif0 12dif1 6dif0 8dif0 

8dif0 11dif0 12dif1 6dif0 8dif0 

8dif0 11dif0 12dif1 6dif0 8dif0 

8dif0 11dif0 12dif1 6dif0 13dif2 

8dif0 11dif0 16dif5 6dif0 13dif2 

8dif0 11dif0 16dif5 6dif0 13dif2 

8dif0 11dif0 16dif5 6dif0 13dif2 

8dif0 11dif0 16dif5 6dif0 13dif2 

8dif0 11dif0 16dif5 6dif0 13dif2 

8dif0 14dif0 16dif2 6dif0 13dif0 

8dif0 14dif0 16dif2 6dif0 13dif0 

8dif0 14dif0 16dif2 6dif0 13dif0 

9 14 16 8 13 
